#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.10,
Humidity (%),38.00,Temperature (C),24.00,
Humidity (%),38.00,Temperature (C),24.00,
Humidity (%),38.00,Temperature (C),24.00,
Humidity (%),38.00,Temperature (C),24.00,
Humidity (%),38.00,Temperature (C),24.00,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.90,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.80,
Humidity (%),38.00,Temperature (C),23.70,
Humidity (%),38.00,Temperature (C),23.70,
Humidity (%),38.00,Temperature (C),23.70,
Humidity (%),38.00,Temperature (C),23.70,
Humidity (%),41.00,Temperature (C),23.70,
Humidity (%),46.00,Temperature (C),23.80,
Humidity (%),58.00,Temperature (C),24.10,
Humidity (%),64.00,Temperature (C),24.50,
Humidity (%),70.00,Temperature (C),24.90,
Humidity (%),74.00,Temperature (C),25.30,
Humidity (%),75.00,Temperature (C),25.30,
Humidity (%),74.00,Temperature (C),25.20,
Humidity (%),73.00,Temperature (C),25.10,
Humidity (%),71.00,Temperature (C),25.00,
Humidity (%),70.00,Temperature (C),24.90,
Humidity (%),68.00,Temperature (C),24.90,
Humidity (%),65.00,Temperature (C),24.90,
Humidity (%),61.00,Temperature (C),24.90,
Humidity (%),56.00,Temperature (C),24.80,
Humidity (%),51.00,Temperature (C),24.60,
Humidity (%),47.00,Temperature (C),24.30,
Humidity (%),43.00,Temperature (C),24.00,
Humidity (%),39.00,Temperature (C),23.50,
Humidity (%),36.00,Temperature (C),23.00,
Humidity (%),34.00,Temperature (C),22.50,
Humidity (%),31.00,Temperature (C),21.80,
umidity (%),30.00,Temperature (C),21.20,
Humidity (%),28.00,Temperature (C),20.50,
Humidity (%),27.00,Temperature (C),19.90,
Humidity (%),26.00,Temperature (C),19.30,
Humidity (%),25.00,Temperature (C),18.70,
Humidity (%),25.00,Temperature (C),18.20,
Humidity (%),26.00,Temperature (C),17.80,
Humidity (%),29.00,Temperature (C),17.50,
